text,category
"That’s reflected in this year’s presidential race, too.",pro-medicare
Two of the three highest-polling Democrats running for president — Sens.,pro-medicare
Sanders and Elizabeth Warren (D-Mass.),pro-medicare
— support Medicare for All.,pro-medicare
"""We remain the only major country on earth that allows chief executives and stockholders in the health care industry to get incredibly rich, while tens of millions of people suffer because they can't get the health care they need,"" Sanders wrote in a 2017 New York Times op-ed defending the policy.",pro-medicare
"""This is not what the United States should be about.""",pro-medicare
"OPTIONS TO FINANCE MEDICARE FOR ALL Introduction Today, the United States spends more than $3.2 trillion a year on health care.",pro-medicare
"About sixty-five percent of this funding, over $2 trillion, is spent on publicly financed health care programs such as Medicare, Medicaid, and other programs.",pro-medicare
"At $10,000 per person, the United States spends far more on health care per capita and as a percentage of GDP than any other country on earth in both the public and private sectors while still leaving 28 million Americans uninsured and millions more under-insured.",pro-medicare
"Today, health care spending in the U.S. accounts for nearly 18 percent of our Gross Domestic Product (GDP) and is on track to total over 20 percent of GDP over the next decade.",pro-medicare
It is projected that if we do nothing and maintain our current dysfunctional system that we will spend $49 trillion over the next decade on health care.,pro-medicare
"That would be an incredible burden on businesses, working families, and the entire economy.",pro-medicare
The most cost-effective and popular solution to this health care crisis is to guarantee health care as a right through a Medicare-for-all single-payer health care system.,pro-medicare
"Today, the traditional Medicare program only spends two percent of its costs on administration.",pro-medicare
That’s less than one-sixth the administrative costs of private health insurance companies.,pro-medicare
"Studies have found that our federal government could save up to $500 billion per year on administrative costs by moving to a Medicare for All, single-payer health care system.",pro-medicare
"Moreover, the United States pays, by far, the highest prices in the world for prescription drugs because Congress has done nothing to regulate the price of medicine.",pro-medicare
"If the U.S. joined the rest of the industrialized world and negotiated with the pharmaceutical companies to lower prices, our country could save up to $113 billion per year.",pro-medicare
"As the wealthiest country in the world, we have a variety of options available to support a Medicare for All single-payer health care system that guarantees high quality, affordable health care as a right, not a privilege, to every man, woman, and child in this country.",pro-medicare
This paper explains just some of the policies that could provide revenue to finance Medicare for All.,pro-medicare
Under every single one of these options the average American family will save thousands of dollars a year because they will no longer be writing large checks to private health insurance companies.,pro-medicare
"If every major industrialized nation on Earth can make health care a right, provide universal coverage to all, achieve far better health outcomes in terms of life expectancy and infant mortality, while spending far less per capita than we do, it is absurd to suggest the United States of America, the wealthiest nation in the history of the world, cannot do the same.",pro-medicare
"In my view, there needs to be vigorous debate as to the best way to finance our Medicare for All legislation.",pro-medicare
"Unlike the Republican leadership in Congress which held no hearings on their  disastrous bill which would have thrown 32 million off of health insurance and dealt with onesixth of the American economy, it is our intention to get the best ideas we can from economists, doctors, nurses, and ordinary Americans.",pro-medicare
Below are a number of options to begin that discussion.,pro-medicare
Under each and every one of these options the average American family will end up in a better financial position than they are under the current system.,pro-medicare
Options to Save Families and Businesses on Health Care Expenses 7.5 percent income-based premium paid by employers Revenue raised: $3.9 trillion over ten years.,pro-medicare
"Businesses would save over $9,000 in health care costs for the average employee under this option In 2016, employers paid an average of $12,865 in private health insurance premiums for a worker with a family of four who makes $50,000 a year.",pro-medicare
"Under this option, employers would pay a 7.5 percent payroll tax to help finance Medicare for All – just $3,750 – a savings of more than $9,000 a year for that employee.",pro-medicare
"During the four-year transition period to guarantee health care as a right, millions of workers will have the option to transfer from their employer-provided health care to the new Medicare for All system.",pro-medicare
"As workers shift into the new system, employers will be required to pay either 75 percent of what they are currently paying for health care costs for each of their employees who enroll in Medicare for All, or the 7.5 percent payroll tax, whichever is higher.",pro-medicare
An employer’s first $2 million in payroll would be exempt from this premium protecting small businesses throughout the country.,pro-medicare
4 percent income-based premium paid by households Revenue raised: $3.5 trillion over ten years.,pro-medicare
"The typical middle class family would save over $4,400 under this plan.",pro-medicare
"Last year the typical working family paid an average of $5,277 in premiums to private health insurance companies.",pro-medicare
"Under this option, a typical family of four earning $50,000, after taking the standard deduction, would pay a 4 percent income-based premium to fund Medicare for All – just $844 a year – saving that family over $4,400 a year.",pro-medicare
"Because of the standard deduction, families of four making less than $29,000 a year would not pay this premium.",pro-medicare
Savings from Health Tax Expenditures Revenue raised: $4.2 trillion over ten years.,pro-medicare
Several tax breaks that subsidize health care would become obsolete and disappear under Medicare for All.,pro-medicare
The biggest health expenditure is the preference that excludes employer-paid premiums from payroll and income taxes.,pro-medicare
This is a significant tax break that would be eliminated under this plan because all Americans would receive health care through the new  Medicare for All program instead of employer-based health care.,pro-medicare
The exclusion for contributions to cafeteria plans and the medical expense deduction will also be eliminated.,pro-medicare
Options to Make the Wealthy Pay Their Fair Share Make the Personal Income Tax More Progressive Revenue raised: $1.8 trillion over ten years.,pro-medicare
"Another option is to reform the personal income tax system by strengthening progressive income tax rates, taxing capital gains and dividends the same as work income, limiting deductions for the wealthy, taxing carried interest as ordinary income, and requiring derivatives to be marked to market.",pro-medicare
o Progressive income tax rates.,pro-medicare
"Under this plan the marginal income tax rate would be: § 40 percent on income between $250,000 and $500,000.",pro-medicare
"§ 45 percent on income between $500,000 and $2 million.",pro-medicare
§ 50 percent on income between $2 million and $10 million.,pro-medicare
"(In 2014, only 136,000 households, the top 0.1 percent of taxpayers, had income between $2 million and $10 million.)",pro-medicare
§ 52 percent on income above $10 million.,pro-medicare
"(In 2014, only 16,700 households, just 0.02 percent of taxpayers, had income exceeding $10 million.)",pro-medicare
o Taxing capital gains and dividends the same as income from work.,pro-medicare
"Warren Buffett, the second-wealthiest American in the country, has said that he pays a lower effective tax rate than his secretary.",pro-medicare
"This is because he receives most of his income from capital gains and dividends, which are taxed at a much lower rate than income from work.",pro-medicare
"This option would end the special tax break for capital gains and dividends on household income above $250,000, treating this income the same as income earned from working.",pro-medicare
Taxing all income received by the rich at the same rates would simplify the tax code and eliminate the opportunities to game the system by making other types of income appear to be capital gains or dividends.,pro-medicare
The Congressional Budget Office estimates that 68 percent of the benefits of the special income tax rates for capital gains and dividends went to the richest one percent of Americans in 2013. o Limit tax deductions for the wealthy.,pro-medicare
Wealthier households are able to take advantage of various itemized deductions that generally do not provide any benefit to lower income workers.,pro-medicare
"Under this proposal, itemized deductions would be capped at 28 percent for households making over $250,000.",pro-medicare
"In other words, for every dollar in tax deduction a high-income household could save at most 28 cents.",pro-medicare
This limit would replace more complicated and less effective limits on tax breaks for the rich.,pro-medicare
Make the Estate Tax More Progressive Revenue raised: $249 billion over ten years.,pro-medicare
Currently the estate tax only applies to the wealthiest 0.2 percent of Americans.,pro-medicare
"In other words, 99.8 percent are not impacted by this tax.",pro-medicare
"Under this option, the estate tax would return to the exemptions that were in effect in 2009 and rates would be made more progressive.",pro-medicare
"Specifically, the plan would exempt the first $3.5 million of a single person’s estate and the first $7 million of a married couple’s estate.",pro-medicare
The existing flat 40 percent estate tax rate would be replaced with the following progressive rates: o 45 percent for the value of an estate between $3.5 million and $10 million.,pro-medicare
o 50 percent for the value of an estate between $10 million and $50 million.,pro-medicare
o 55 percent for the value of an estate in excess of $50 million.,pro-medicare
o An additional 10 percent surtax would apply to estate value in excess of $500 million ($1 billion for married couples).,pro-medicare
"Further, the proposal: o Closes loopholes for “grantor retained annuity trusts” (GRATs) and other types of trusts and valuation techniques that have allowed the Walton family of Wal-Mart and other billionaires to save over $100 billion in taxes since 2000; and o Increases existing protections for farmland and conservation.",pro-medicare
Establish a Wealth Tax on the Top 0.1 percent Revenue raised: $1.3 trillion over ten years.,pro-medicare
Over the past several decades America has experienced an explosion of wealth concentration.,pro-medicare
"Today the wealthiest 0.1 percent – just 160,000 households – own nearly the same amount of wealth as the bottom 90 percent.",pro-medicare
"Meanwhile, a report from the Institute on Policy Studies concludes that America’s 20 richest individuals now own more wealth than the entire bottom half of the American population.",pro-medicare
This severe inequality threatens to warp our democracy by concentrating too much power in the hands of a tiny elite.,pro-medicare
"It also holds back our economy, funneling resources to a few families rather than creating the broad base of middle-class consumers that can drive economic growth.",pro-medicare
This option would establish an annual 1 percent federal wealth tax on the net worth of the wealthiest 0.1 percent of U.S. households.,pro-medicare
The tax would apply to net worth exceeding $21 million for a household.,pro-medicare
"That means a household with $21.5 million would pay 1 percent of $500,000, or $5,000.",pro-medicare
Close the Gingrich-Edwards Loophole and Create Parity for Wealthy Business Owners Revenue raised: $247 billion over ten years.,pro-medicare
This option closes the Gingrich-Edwards loophole which allows individuals who own and run an S-Corporation to game the system and avoid paying payroll taxes by claiming some income as business profits.,pro-medicare
"Under current law, these business owners are required to report a “reasonable” amount of salary income and pay the appropriate amount of payroll tax.",pro-medicare
"However, many times these individuals deliberately under-report a reasonable salary in order to avoid these taxes.",pro-medicare
"Additionally, this option would ensure that all business income of high-income people would be subject to the existing 3.8 percent tax to fund Medicare, either through the net investment income tax or the additional Medicare tax on earned income.",pro-medicare
"These taxes were designed to ensure that high-income people pay the 3.8 percent Medicare tax on all income, regardless of the source.",pro-medicare
"However, some business income slips through the crack and is not subject to either tax.",pro-medicare
This proposal would close that loophole.,pro-medicare
"Options to Make Wall Street and Large, Profitable Corporation Pay Their Fair Share Impose a one-time tax on currently held offshore profits Revenue raised: $767 billion over ten years.",pro-medicare
For years corporations have been avoiding paying their fair share of taxes by stashing their cash in the Cayman Islands and other offshore tax havens where there is no corporate income tax rate.,pro-medicare
"This situation has become so absurd that one five-story office building in the Cayman Islands is the “home” to close to 20,000 companies.",pro-medicare
Today corporations hold a staggering $2.6 trillion offshore in order to avoid paying taxes in the U.S.,pro-medicare
"Under current law, a corporation does not pay corporate taxes on these profits until it sends, or “repatriates”, the money back to the U.S.",pro-medicare
"This option would require these companies to pay a one-time tax now, based on what they owe under current law.",pro-medicare
Impose a Fee on Large Financial Institutions Revenue raised: $117 billion over ten years.,pro-medicare
"Today, the six major financial institutions in this country have over $10 trillion in assets, equivalent to 56 percent of our entire GDP.",pro-medicare
"The largest financial institution, JP Morgan Chase, has received more than $22.2 billion in tax breaks since 2008.",pro-medicare
"Meanwhile, during the financial crisis, JP Morgan Chase received a $391 billion bailout from the Federal Reserve.",pro-medicare
It is time that Wall Street start paying its fair share in taxes.,pro-medicare
"One option would be to impose a fee of seven basis points (.07 percent) on covered liabilities of financial institutions with $50 billion or more in total assets, as proposed by President Obama.",pro-medicare
Repeal Corporate Accounting Gimmicks Revenue raised: $112 billion ten years.,pro-medicare
"This option would eliminate the “last-in, first-out” (LIFO) accounting method that allows corporations to manipulate their inventory and make it appear like they have lower profits.",pro-medicare
"They do this by deducting the higher cost of newer inventory, rather than the lower cost of older  inventory, resulting in lower profits and lower taxes.",pro-medicare
Democrats and Republicans have both supported repealing LIFO in various budget and tax reform proposals.,pro-medicare
"Health care is among the most important issues for Democratic voters as they are sizing up their candidates running for president in the 2020 election, polls show.",pro-medicare
"And when it comes to health care, discussion about proposed “Medicare for All” plans have dominated the Democratic debates.",pro-medicare
These sweeping legislative proposals would provide health insurance to every American.,pro-medicare
They would fundamentally restructure the health care system to address rising costs and take most commercial interests out of health care.,pro-medicare
So what would that mean?,pro-medicare
Here are some answers to questions about the plan.,pro-medicare
What is ‘Medicare for All’?,pro-medicare
"The Medicare for All plan from Sen. Bernie Sanders, I-VT, would create a single national health insurance plan for every American, managed and paid for by the federal government.",pro-medicare
"The plan builds on Medicare, the popular national health insurance program for Americans 65 and older and for younger people who are disabled.",pro-medicare
"The existing Medicare program would be shifted into the new system, as would all other health insurance plans.",pro-medicare
"Medicaid, the state and federal health insurance plan for low-income Americans, the Children’s Health Insurance Plan (CHIP) for low-income children, employer-sponsored health insurance, and individual health insurance plans would disappear and be replaced with the new national plan.",pro-medicare
Everyone would receive a “Universal Medicare” card.,pro-medicare
"There would be no separate health plans, managed by private insurers, such as now exists with Medicare Advantage plans.",pro-medicare
"The new system would not affect the VA or Indian Health Service, but it would eliminate TRICARE, the health care program for the military.",pro-medicare
"“The country would end up with one health system,” says Donald Berwick, president emeritus of the Boston-based nonprofit Institute for Healthcare Improvement and a supporter of a Medicare for All approach.",pro-medicare
"Sen. Elizabeth Warren, D-MA, supported Sanders’s plan at first, but she has since revised her approach.",pro-medicare
"Instead, she says she would take several years to transition to Medicare for All.",pro-medicare
Is Medicare for All the same thing as single-payer or universal coverage?,pro-medicare
What about a public option?,pro-medicare
Is that the same as Medicare for All?,pro-medicare
"A public option is a health insurance plan that is funded and managed by the federal government, but would compete with private health insurance plans in the commercial market.",pro-medicare
Don’t other Democratic presidential candidates have Medicare for All plans?,pro-medicare
"Warren, Kamala Harris, D-CA, and Cory Booker, D-NJ, are co-sponsors of Sanders’s Medicare-for-All legislation, but each have different approaches, in terms of transition time and financing.",pro-medicare
"All three would allow a role for private insurers, before a time when they would transition everyone to Medicare for All.",pro-medicare
"Warren says she would push for Medicare for All before the end of her first term, while Harris and Booker have laid out longer transition times.",pro-medicare
"Other leading candidates, including former Vice President Joe Biden and Pete Buttigieg, propose adding a public option for health insurance.",pro-medicare
"Buttigieg, the mayor of South Bend, IN, calls his plan “Medicare for All who want it.”  Does Medicare for All mean we would give up private health insurance?",pro-medicare
"But it is possible that some health services would not be covered under a federal plan, such as cosmetic surgery, which could be covered by a private health insurer, says Berwick.",pro-medicare
What would be the benefits of Medicare for All plans?,pro-medicare
"“It would improve the generosity of health coverage,” says Charles Blahous, senior research strategist at the Mercatus Center at George Mason University and a former economic adviser for President George W. Bush.",pro-medicare
Medicare for All would eliminate many of the health insurance costs we pay now.,pro-medicare
"That includes monthly premiums, copayments you make when you go to the doctor’s office or hospital, and deductibles, or the amount you pay before insurance coverage kicks in.",pro-medicare
"All Americans would have coverage for comprehensive health care services, including hospital stays; emergency room visits; doctor visits; substance use disorder treatment; dental, vision, and mental health services; long-term care; and reproductive health care.",pro-medicare
"Depending upon income, prescription drug cost sharing would be capped at $200 annually.",pro-medicare
Medicare for All would be more generous than the existing Medicare program.,pro-medicare
"Medicare requires people to pay a monthly premium for doctor visits, a deductible for hospital stays, a premium for a separate drug coverage plan, and costs for skilled nursing, such as physical therapy, after 100 days.",pro-medicare
It doesn’t pay for long-term care.,pro-medicare
"In 2016, those out-of-pocket costs, for the year, averaged $5,460 for Medicare beneficiaries, according to the Kaiser Family Foundation.",pro-medicare
How much would the Medicare for All plans cost?,pro-medicare
"Estimates range from $20.5 trillion to $39 trillion or more, over 10 years in additional federal spending.",pro-medicare
"The estimates make assumptions about which years the plan would be take effect, how efficient it would be, and how much costs would be cut by the federal government taking over all health care spending.",pro-medicare
"Currently, federal, state, and local governments account for a little bit less than half of health care spending through Medicare, Medicaid, CHIP, and other spending.",pro-medicare
"“The projections vary depending upon assumptions about where health care provider prices would be set, how much administrative savings you could get, how much drug costs come down, and how much utilization of the health care system changes,” says Sara Collins, PhD, vice president of health care coverage and access for the Commonwealth Fund.",pro-medicare
Would it raise taxes?,pro-medicare
"Depending on your income level, yes.",pro-medicare
"To fund the plan, Sanders proposes several potential options, including a 4% tax on employees, exempting the first $29,000 for a family of four, and a 7.5% tax on employers, exempting the first $2 million in payroll.",pro-medicare
"He also proposed a tax on “extreme” wealth, increasing estate taxes, and increasing the marginal tax rate for those making more than $10 million.",pro-medicare
Warren and Harris have proposed other ways paying for it.,pro-medicare
"Warren suggested a newly calculated employer tax, a tax on billionaires, and eliminating preferential  tax rates on capital gains and dividends.",pro-medicare
"Harris has proposed higher taxes on individuals making $100,000 or more.",pro-medicare
Booker has not said how he would finance it.,pro-medicare
Sanders says Americans are already paying out-of-pocket for services.,pro-medicare
Low- and middle-income Americans would end up with more money in their pockets because they would no longer have to pay for their health care.,pro-medicare
Would Medicare for All lower health care costs?,pro-medicare
The answer depends on who is analyzing the plan.,pro-medicare
It would lower costs for people who are struggling to pay for their health care premiums and services.,pro-medicare
"In 2019, around a quarter of Americans said they had problems paying their medical bills.",pro-medicare
"One-third of insured adults said it was challenging to pay for their health insurance, and about a third said they didn’t take their medicine as prescribed because of the cost, says the Kaiser Family Foundation.",pro-medicare
"For people with employer-sponsored coverage in 2019, employees contributed an average $6,015 toward a premium for family coverage, and individuals contributed $1,242 for their premium, according to a Kaiser Family Foundation survey.",pro-medicare
"The average deductible was $1,655, the survey says.",pro-medicare
"For people who didn’t have employer-sponsored insurance and bought individual plans, the average cost of a premium was $5,280 a year in 2018 (the most recent data available), and for family coverage, it was $14,016, according to ehealthinsurance.com.",pro-medicare
"Deductibles averaged $4,578 for individuals and $8,803 for families in 2018, the publication says.",pro-medicare
Medicare for All would eliminate these premiums and out-of-pocket costs.,pro-medicare
"It can be “thoughtfully designed to reduce total costs for a vast majority of American families,” Berwick says.",pro-medicare
"“People will get more for their money” in terms of access to more health benefits and better quality of care, he says.",pro-medicare
But it is unclear whether it would reduce the nation’s overall spending on health care services.,pro-medicare
"Medicare for All would ease the burden of paperwork on health care professionals, and reduce spending on drugs and hospital care, says Berwick.",pro-medicare
But it is hard to know if or how much these things would dampen overall spending.,pro-medicare
Others say national spending costs will increase because more people will be insured.,pro-medicare
"(In 2018, there were 27.5 million uninsured people in the U.S.) Further, the government would be expanding benefits, such as paying for long-term care, and dental, vision, and hearing services.",pro-medicare
"“The fact is, the more health services that are covered, the more it costs,” says Blahous.",pro-medicare
Would people still have a choice of doctors?,pro-medicare
"Yes, because “you won’t be restricting choice, but rather just how the health system is paid for,” says Collins.",pro-medicare
"There may be a higher demand for health providers, but she thinks the health care system could adapt.",pro-medicare
Would it mean long wait times to see doctors?,pro-medicare
"It depends on how quickly the system can adapt, and it depends on how much demand there is.",pro-medicare
"Under the Affordable Care Act, around 20 million newly insured Americans came into the health care system, but there were no reports of long waits for doctors, says Collins.",pro-medicare
How do advocates say it would improve health care?,pro-medicare
"It would create more equality in the health care system because it would eliminate the uninsured and get everyone access to health services and the drugs they need, regardless of income, say advocates.",pro-medicare
"People wouldn’t have to worry about going bankrupt to pay for an illness, and the profit motive in health care would be curbed, reducing provider and drug costs, they say.",pro-medicare
"“Millions of people will no longer have to choose between health care and other necessities like food, heat, and shelter,” Sanders says in a statement outlining his proposal.",pro-medicare
What problems do critics cite?,pro-medicare
"Fundamentally restructuring the federal government to take on trillions in additional spending would cause unpredictable disruptions to the health care system, opponents say.",pro-medicare
"Shifting financing of all health care services through a new tax on employers, employees, and high-income earners may also be a damper on the national economy and still may not be enough to pay for all the new federal spending.",pro-medicare
"“There is no realistic way to finance this,” says Blahous.",pro-medicare
"Under Sanders’s bill, experts in the federal government would also be making many decisions for patients, such as what experimental treatment options they are eligible to receive -- a role the federal government should not be playing, opponents say.",pro-medicare
"Further, hospitals and doctors may decide they no longer want to provide care when the government sets prices of services, and drug companies may no longer have the funds to invest in research and development for new treatments, they say.",pro-medicare
"Currently, hospitals and doctors accept Medicare rates but then shift costs to other private payers.",pro-medicare
They would not be able to do that under this plan.,pro-medicare
"What is certain is that Medicare for All “would be a substantial reorganization of the health system,” says Collins.",pro-medicare
Fighting for Medicare for All because health care is a human right WHAT YOU SHOULD KNOW People are dying because they can’t get care.,pro-medicare
"That’s why Public Citizen has spent years advocating for an expanded and improved Medicare for All system, in which everyone in the U.S. would finally have access to the health care they need, without out-of-pocket costs or insurance companies getting between them and their doctor.",pro-medicare
"Why Some CEOs Figure ‘Medicare For All’ Is Good For Business EASTON, Pa. — Walk into a big-box retailer such as Walmart or Michaels and you’re likely to see MCS Industries’ picture frames, decorative mirrors or kitschy wall décor.",pro-medicare
"Adjacent to a dairy farm a few miles west of downtown Easton, MCS is the nation’s largest maker of such household products.",pro-medicare
But MCS doesn’t actually make anything here anymore.,pro-medicare
"It has moved its manufacturing operations to Mexico and China, with the last manufacturing jobs departing this city along the Delaware River in 2005.",pro-medicare
MCS now has about 175 U.S. employees and 600 people overseas.,pro-medicare
"“We were going to lose the business because we were no longer competitive,” CEO Richard Master explained.",pro-medicare
"And one of the biggest impediments to keeping labor costs in line, he said, has been the increasing expense of health coverage in the United States.",pro-medicare
"Today, he’s at the vanguard of a small but growing group of business executives who are lining up to support a “Medicare for All” national health program.",pro-medicare
"He argues not that health care is a human right, but that covering everyone with a government plan and decoupling health care coverage from the workplace would benefit entrepreneurship.",pro-medicare
"In February, Master stood with Rep. Pramila Jayapal (D-Wash.) outside the Capitol after she introduced her Medicare for All bill.",pro-medicare
"“This bill removes an albatross from the neck of American business, puts more money in consumer products and will boost our economy,” he said.",pro-medicare
"As health costs continue to grow, straining employer budgets and slowing wage growth, others in the business community are beginning to take the option more seriously.",pro-medicare
"While the influential U.S. Chamber of Commerce and other large business lobbying groups strongly oppose increased government involvement in health care, the resolve of many in the business community — especially among smaller firms — may be shifting.",pro-medicare
"“There is growing momentum among employers supporting single-payer,” said Dan Geiger, co-director of the Business Alliance for a Healthy California, which has sought to generate business support for a universal health care program in California.",pro-medicare
About 300 mostly small employers have signed on.,pro-medicare
"“Businesses are really angry about the system, and there is a lot of frustration with its rising costs and dysfunction,” he said.",pro-medicare
Geiger acknowledged the effort still lacks support from any Fortune 500 company CEOs.,pro-medicare
He said large businesses are hesitant to get involved in this political debate and many don’t want to lose the ability to attract workers with generous health benefits.,pro-medicare
"“There is also a lingering distrust of the government, and they think they can offer coverage better than the government,” he said.",pro-medicare
"In addition, some in the business community are hesitant to sign on to Medicare for All with many details missing, such as how much it would increase taxes, said Ellen Kelsay, chief strategy officer for the National Business Group on Health, a leading business group focused on health benefits.",pro-medicare
"Democrats Propel the Debate  For decades, a government-run health plan was considered too radical an idea for serious consideration.",pro-medicare
"But Medicare for All has been garnering more political support in recent months, especially after a progressive wave helped Democrats take control of the House this year.",pro-medicare
"Several 2020 Democratic presidential candidates, including Sens.",pro-medicare
"Bernie Sanders and Elizabeth Warren, strongly back it.",pro-medicare
The labor unions and consumer groups that have long endorsed a single-payer health system hope that the embrace of it by employers such as Master marks another turning point for the movement.,pro-medicare
Supporters of the concept say the health system overall would see savings from a coordinated effort to bring down prices and the elimination of many administrative costs or insurance company profits.,pro-medicare
"“It’s critical for our success to engage employers, particularly because our current system is hurting employers almost as much as it is patients,” said Melinda St. Louis, campaign director of Medicare for All at Public Citizen, a consumer-rights group based in Washington.",pro-medicare
"Master, a former Washington lawyer, worked on Democratic Sen. George McGovern’s presidential campaign before returning to Pennsylvania in 1973 to take over his father’s company, which made rigid paper boxes.",pro-medicare
"In 1980, he founded MCS, which pioneered the popular front-loading picture frame and steamless fog-free mirrors for bathrooms.",pro-medicare
The company has grown into a $250 million corporation.,pro-medicare
Master frequently travels to Washington and around the country to talk to business leaders as he seeks to build political support for a single-payer health system.,pro-medicare
"In the past four years, he has produced several documentary videos on the topic.",pro-medicare
"In 2018, he formed the Business Initiative for Health Policy, a nonprofit group of business leaders, economists and health policy experts trying to explain the financial benefits of a single-payer system.",pro-medicare
"Dan Wolf, CEO of Cape Air, a Hyannis, Mass.-based regional airline that employs 800 people calls himself “a free market guy.” But he also supports Medicare for All.",pro-medicare
He said Master helps turn the political argument over single-payer into a practical one.,pro-medicare
"“It’s about good business sense and about caring for his employees and their well-being,” he said, adding that employers should no longer be straddled with the cost and complexity of health care.",pro-medicare
"“It makes no more sense for an airline to understand health policy for the bulk of its workers than for a health facility to have to supply all the air transportation for its employees,” he said.",pro-medicare
"Employers are also an important voice in the debate because 156 million Americans get employer-paid health care, making it by far the single-largest form of coverage.",pro-medicare
"Master said his company has tried various methods to control costs with little success, including high deductibles, narrow networks of providers and wellness plans that emphasize preventive medicine.",pro-medicare
"Insurers who are supposed to negotiate lower rates from hospitals and doctors have failed, he added, and too many premium dollars go to covering administrative costs.",pro-medicare
"Only by having the federal government set rates can the United States control costs of drugs, hospitals and other health services, he said.",pro-medicare
"“Insurance companies are not watching the store and don’t have incentives to hold down costs in the current system,” he said.",pro-medicare
"Glad The Boss Is Trying To Make A Difference  What’s left of MCS in Pennsylvania is a spacious corporate office building housing administrative staff, designers and a giant distribution center piled high with carton boxes from floor to ceiling.",pro-medicare
"MCS pays an average of $1,260 per month for each employee’s health care, up from $716 in 2009, the company said.",pro-medicare
"In recent years, the company has reduced out-of-pocket costs for employees by covering most of their deductibles.",pro-medicare
"Medicare for All would require several new taxes to raise money, but Master said such a plan would mean savings for his company and employees.",pro-medicare
"MCS employees largely support Master’s attempt to fix the health system even if they are not all on board with a Medicare for All approach, according to interviews with several workers in Easton.",pro-medicare
"“I think it’s a good idea,” said Faith Wildrick, a shipper at MCS who has worked for the company 26 years.",pro-medicare
"“If the other countries are doing it and it is working for them, why can’t it work for us?”  Wildrick said that even with insurance her family struggles with health costs as her husband, Bill, a former MCS employee, deals with liver disease and needs many diagnostic tests and prescription medications.",pro-medicare
"Their annual deductible has swung from $4,000 several years ago to $500 this year as the company has worked to lower employees’ out-of-pocket costs.",pro-medicare
"“I’m really glad someone is fighting for this and trying to make a difference,” said Wildrick.",pro-medicare
"Jessica Ehrhardt, the human resources manager at MCS, said the effort to reduce employees’ out-of-pocket health costs means the company must pay higher health costs.",pro-medicare
"That results in less money for salary increases and other benefits, she added.",pro-medicare
"Asked about Medicare for All, Ehrhardt said, “It’s a drastic solution, but something needs to happen.”  For too long, Master said, the push for a single-payer health system has been about ideology.",pro-medicare
"“The movement has been about making health care a human right and that we have a right to universal health care,” he said.",pro-medicare
“What I am saying is this is prudent for our economy and am trying to make the business and economic case.”,pro-medicare
"The “Strongest Argument Against Medicare for All” Is Very, Very Weak I make a living teaching students how to construct arguments and analyze arguments made by others.",pro-medicare
I wrote a book about logic.,pro-medicare
I love this stuff.,pro-medicare
"So when I see a New York Times opinion piece titled “This Is the Strongest Argument Against Medicare for All,” my ears perk up.",pro-medicare
"The author, Reason magazine features editor Peter Suderman, tells the story of Vermont’s brief flirtation with the possibility of passing a state-level program similar in certain respects to Bernie Sanders’s federal Medicare for All proposal.",pro-medicare
"According to Suderman, the effort failed, and this “failure” shows “why any similar project undertaken at a national scale is unlikely to succeed as well.”  There are two central problems with the claim that Vermont “tried” and “failed” to implement a “single-payer” health insurance plan.",pro-medicare
The first is that the proposal being considered in Vermont wasn’t a single-payer plan.,pro-medicare
The second is that it was never tried.,pro-medicare
"A single-payer system is one in which, even if private plans exist to provide supplemental health care, only one entity is paying for basic care.",pro-medicare
A system in which private plans compete with a public one to pay for such care is by definition multi-payer — and any version of the health reform being considered in Vermont would have fallen into the latter category.,pro-medicare
"Vermont probably couldn’t legally get away with trying to interfere with interstate commerce by banning private health insurance companies from doing business in the state, and in any case, their state legislature was never going to try.",pro-medicare
The bill they did pass to “investigate” the possibility of single payer also established (as required by the Affordable Care Act) an exchange for Vermonters to buy into private plans.,pro-medicare
This isn’t semantic hairsplitting.,pro-medicare
Some crucial advantages of single-payer systems rely on the state having a monopoly on basic health insurance.,pro-medicare
Take cost control.,pro-medicare
Many doctors currently refuse to take Medicaid because it pays out at a lower rate than private plans.,pro-medicare
"If Vermont’s proposed public plan, Green Mountain Care, had come into existence, either it would have faced the same problem, or lawmakers would have had to continue to jack up the payout rates in a budget-busting attempt to compete with private plans.",pro-medicare
"If Bernie’s plan to abolish private plans (at least for basic insurance) were implemented, on the other hand, doctors and hospitals would have to either close their doors or make do with the rate that Medicare was willing to pay.",pro-medicare
The last several decades of Canadian history strongly suggest that most of them would learn to make do.,pro-medicare
"One of the logical fallacies I teach students in my critical thinking classes is the “fallacy of equivocation,” which is committed by arguments like this one:  Premise One: Only men are rational.",pro-medicare
Premise Two: Women are not men.,pro-medicare
Conclusion: Women are not rational.,pro-medicare
"On a syntactic level, this looks like a valid argument.",pro-medicare
"The problem, of course, is that “men” is being used to mean “humans” in the first premise and “male humans” in the second premise.",pro-medicare
"Similarly, Suderman’s argument seems to be something like this:  Premise One: Former governor Peter Shumlin tried and failed to implement single payer in Vermont.",pro-medicare
Premise Two: ???,pro-medicare
Conclusion: A President Bernie Sanders would fail if he tried to implement single payer on a national scale.,pro-medicare
"As we’ve seen, “single payer” means something different in the first premise and in the conclusion.",pro-medicare
"In the premise, it means “a multi-payer system with a public option” — i.e.",pro-medicare
